cell,child_canon,child_t1_floored,child_t1_raw,outcome,step
territory/3/1,a4ef7f7d30253a3c43b640da2f4a85ffd86e4d12cc8e533283b5deb78d78f68d,0.04166666666666663,0.04166666666666663,t1_invalid_draw_majority,1
elimination/0/0,3aed395be38b352a852aa530e538910d5b3e80bbdad989f087efa289946031e5,0.0,0.0,t1_invalid_too_short,2
threshold/4/1,96fd816ff2bb4800475340183fc4371c55668df7864c7328281e900f49cc62a9,0.45833333333333337,0.45833333333333337,guard_vetoed_tilt,3
connection/3/2,f053c64e83651008530335cd9a46426ceba98ba48118663222c16ae8ba8e3f50,0.02083333333333337,0.02083333333333337,t1_invalid_draw_majority,4
threshold/4/1,54aac65d6310069993aa83a89b0cb25de5a9cd667b041876649ade80f0fb7068,0.0,-0.08333333333333331,guard_vetoed_tilt,5
connection/3/2,86d3e7ee01272e5de7edcec5f019a27f43c87b42839a0ed4e901548f77318ab9,0.29166666666666663,0.29166666666666663,lost_first_batch,6
connection/4/1,2375db7510066d5d7e5bc27b74ec3bf1034b4a0b0909b215332b99b769b7d291,0.1875,0.1875,t1_invalid_draw_majority,7
territory/3/3,575db0485030e931696f8c04613f5705a703e10ccb461d3cdd5d654e6af42610,0.14583333333333337,0.14583333333333337,t1_invalid_draw_majority,8
territory/4/4,9e91c65982a38148b303b2e9401a1d6c4dd21bd1924c2f2c1000efe55ca8d1a1,0.0,-0.14583333333333331,t1_invalid_draw_majority,9
connection/4/1,8f9d41ad9655a70ea7848d6a9709c3fe0fecfa45e8141f5fb8124c202fb8c8ac,0.02083333333333337,0.02083333333333337,t1_invalid_draw_majority,10
threshold/4/2,75667a0d1217ffe5f18632395f3ece49209a1732e1248eaad3d0c250db465495,0.5,0.5,filled_empty_cell,11
connection/4/1,a086825509f8f170127ad1e3013607b1ae06556dda6dac17582c3a6e8eeac365,0.0,0.0,lost_first_batch,12
elimination/0/0,39137f61d24e2cf86c1ed54465cfd03f0a8c99cc5749c63114ca2791b1974b7b,0.0,0.0,t1_invalid_too_short,13
threshold/4/2,5910abe0aa073021e16e89b49e6c6fcfa49f5355bc7fc0176afed206abbb5015,0.10416666666666663,0.10416666666666663,t1_invalid_draw_majority,14
territory/3/2,c688fdb0700a6bda7a2abbd83c18ffc786a70a531464b558c89509ca6a4b9ae2,0.08333333333333337,0.08333333333333337,lost_first_batch,15
territory/3/1,245d9f94178fffe02b7b6c67c15a228c1537bf67c96669787f8d2bb4666a9a42,0.04166666666666663,0.04166666666666663,lost_first_batch,16
connection/4/1,0949d6378b34bf454ea600a59459c122479aee9c2164b1a37e4268d277016240,0.29166666666666663,0.29166666666666663,lost_first_batch,17
territory/2/1,0c0a50bc64663d790f16d6f5018c17cf88bc2ce4dd3392b5befc4e1f42c055bd,0.0,0.0,guard_vetoed_tilt,18
territory/3/1,f140bff02a0246098ca5d00c8f6cff246cd7cf620070ea9c20e47054102f0325,0.29166666666666663,0.29166666666666663,lost_first_batch,19
threshold/4/2,bf71e8538fbe1f0b52e8e837191b8207efe750c5be93b34b27e9aaddc7882794,0.125,0.125,lost_first_batch,20
elimination/0/0,2e2885d3063b1a156ee466f51f983ebe800b2a0c55d70fefad45bede50ccb863,0.0,0.0,t1_invalid_too_short,21
elimination/0/0,d91111d6a77e9a02380af880578c0cc06d3b7ec9928fa880d8e647d544d036ae,0.0,0.0,t1_invalid_too_short,22
elimination/0/0,a7864aba8b373f20cee573b7629b8317eddb9c2c718cb30f8a1ee87f81a20e25,0.0,0.0,t1_invalid_too_short,23
territory/4/3,c389da68d18daa9c7e00ac205cd06f3b6d4e54627e0b012ab01346d2857097ac,0.0,0.0,t1_invalid_draw_majority,24
territory/4/2,572ee5aee8571419a36e08a8cebb92b674ebea565ad983909a3ffc711275f953,0.08333333333333337,0.08333333333333337,guard_vetoed_tilt,25
elimination/0/0,c0aa2162f74fc856bedf288e1cbc9243b35841dffcf5976b88bc5859e3de14a4,0.0,0.0,t1_invalid_too_short,26
connection/4/2,d4d9b6131dda35637e3152ef37dc6d074ff9ac396734c024c1e50f39c6d04115,0.0,0.0,t1_invalid_draw_majority,27
